id,model,created_at,updated_at,name,description,price_currency,price,global_market_price_currency,global_market_price,body_type,source,current_location,drive,mileage,mileage_unit,color,annual_insurance_currency,annual_insurance,year_of_manufacture,thumbnail,interior_features,engine_specifications,safety_features,fuel_consumption,availability,purchase_status,condition,duty_and_clearance_fee_currency,duty_and_clearance_fee,estimated_arrival_days,is_published,slug,agent_whatsapp_contact,uploaded_by
724,"{'id': 208, 'name': 'Q7', 'make': {'id': 1, 'name': 'Audi'}}",2023-05-15T20:17:37.471538Z,2023-06-23T11:54:31.945192Z,Audi Q7,"Key start ignition,leather seats,heated seats, daytime running lights, multifunctional steering wheel,fog lights,8976378668249619.",KES,2500000.00,USD,,SUV,Kenyan Used,"Nairobi, Kenya",4WD,244600,KM,Black,KES,112500.00,2009,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/IMG-20230515-WA0222.jpg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': False}","{'torque': 350, 'cylinders': 6, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 3600, 'horse_power': 280, 'acceleration': 9, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 9, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 8, 'fuel_tank_capacity': None, 'highway_consumption': 10}",sell_on_behalf,Available,Excellent,USD,,,True,audi-q7-ao7pht5,+254737665566,6
664,"{'id': 5, 'name': 'A6', 'make': {'id': 1, 'name': 'Audi'}}",2023-05-10T10:47:57.564502Z,2023-11-06T12:24:11.946129Z,Audi A6,"3000 Supercharged , Quattro AWD , Day time running lights , leather interior, auto brake hold, parking sensors Audi MMI infotainment screen",KES,2300000.00,USD,,Saloon,Foreign Used,Nairobi Kenya,AWD,230195,KM,Silver,KES,103500.00,2012,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-05-10_at_12.46.51.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 467, 'cylinders': 6, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 3000, 'horse_power': 330, 'acceleration': 4.1, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 8, 'hill_descent_control': True, 'road_sign_recognition': False, 'roll_stability_control': True, 'standard_cruise_contol': True, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 14.5}",available,Available,Very Good,USD,,,True,audi-a6-isbzgqw,+254737665566,7
654,"{'id': 29, 'name': 'A5', 'make': {'id': 1, 'name': 'Audi'}}",2023-05-09T13:40:54.293404Z,2023-06-19T07:41:28.716984Z,Audi A5,"Audi MMI infontainment , Audi drive select sysytem , Quattro all wheel drive , Four-way adjustable lumbarsupport ,Multifunctional steering wheel, Day time running lights",KES,3320000.00,USD,,Saloon,Foreign Used,Nairobi Kenya,AWD,92352,KM,White,KES,139440.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-05-09_at_11.11.51_AM.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Polished Metal', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 220, 'acceleration': 6, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': True, 'number_of_airbags': 8, 'hill_descent_control': True, 'road_sign_recognition': False, 'roll_stability_control': True, 'standard_cruise_contol': True, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 14}",sell_on_behalf,Sold,Excellent,USD,,,True,audi-a5-x93a1a9,+254737665566,7
592,"{'id': 12, 'name': 'Q5', 'make': {'id': 1, 'name': 'Audi'}}",2023-04-29T08:53:47.056847Z,2023-04-29T08:56:09.288573Z,Audi Q5 S line.,"Sunroof, daytime running lights, multifunctional steering wheel,half leather seats,heated seats.",KES,3349000.00,USD,,SUV,Kenyan Used,"Nairobi, Kenya",4WD,69257,KM,Black,KES,150705.00,2014,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/IMG-20230428-WA01151.jpg,"{'sunroof': True, 'cool_box': False, 'trimming': 'Polished Metal', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Semi Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 225, 'acceleration': 7.3, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 8, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 8.4, 'fuel_tank_capacity': None, 'highway_consumption': 10}",sell_on_behalf,Available,,USD,,,True,audi-q5-s-line-pxujyl4,+254737665566,6
570,"{'id': 27, 'name': 'A3', 'make': {'id': 1, 'name': 'Audi'}}",2023-04-26T09:38:20.307382Z,2023-06-21T07:04:30.732313Z,Audi A3,"Beige leather seats,electric seats,cruise control,audi infortainment system,alloy wheels,daytime running lights.",KES,2150000.00,USD,,Hatchback,Foreign Used,"Nairobi, Kenya",AWD,122000,KM,white,KES,99000.00,2015,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-04-24_at_20.32.03.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Polished Metal', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'BMW idrive infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 250, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 1800, 'horse_power': 178, 'acceleration': 7.3, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': False, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 7, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 11, 'fuel_tank_capacity': None, 'highway_consumption': 15}",available,Sold,,USD,,,True,audi-a3-wbtswrj,+254737665566,6
519,"{'id': 208, 'name': 'Q7', 'make': {'id': 1, 'name': 'Audi'}}",2023-04-20T07:12:07.491072Z,2023-04-20T07:30:01.955196Z,Audi Q7,"7 seater,Daytime running lights,LED lights,heated seats,steering controls,19-inch alloy wheels.",KES,5500000.00,USD,,SUV,Foreign Used,"Nairobi, Kenya",AWD,85000,KM,black,KES,247500.00,2014,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-04-20_at_08.54.56_1.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Polished Metal', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 7, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 450, 'cylinders': 6, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 3000, 'horse_power': 201, 'acceleration': 8.3, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 8, 'hill_descent_control': True, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 11, 'fuel_tank_capacity': None, 'highway_consumption': 8}",available,Available,,USD,,,True,audi-q7-xyx90hq,+254737665566,6
432,"{'id': 208, 'name': 'Q7', 'make': {'id': 1, 'name': 'Audi'}}",2023-04-11T07:25:55.150309Z,2023-04-11T07:38:05.516285Z,Audi Q7,"Daytime running lights,LED lights,panoramic sunroof,heated seats,steering controls,19-inch alloy wheels,7 seater.",KES,6900000.00,USD,,SUV,Foreign Used,"Nairobi, Kenya",AWD,119780,KM,black,KES,310500.00,2015,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-04-08_at_14.46.30_1.jpeg,"{'sunroof': True, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 7, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 450, 'cylinders': 6, 'fuel_type': 'Diesel', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 3000, 'horse_power': 201, 'acceleration': 8.3, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': True, 'number_of_airbags': 8, 'hill_descent_control': True, 'road_sign_recognition': False, 'roll_stability_control': True, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 11, 'fuel_tank_capacity': None, 'highway_consumption': 8}",available,Available,,USD,,,True,audi-q7-5uzamdh,+254737665566,6
410,"{'id': 12, 'name': 'Q5', 'make': {'id': 1, 'name': 'Audi'}}",2023-04-06T11:11:05.142540Z,2023-04-06T11:21:54.505847Z,Audi Q5 S line,"All wheel drive,half leather seats,adaptive cruise control,19-inch alloy wheels,paddle shifters.Perfect driving condition",KES,3100000.00,USD,,SUV,Kenyan Used,"Nairobi, Kenya",4WD,109647,KM,GREY,KES,139500.00,2013,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-04-06_at_13.10.00.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bang & Olufsen', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Semi Leather', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 225, 'acceleration': 8, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': True, 'number_of_airbags': 7, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': True, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 11, 'fuel_tank_capacity': None, 'highway_consumption': 8.5}",sell_on_behalf,Available,,USD,,,True,audi-q5-s-line-omsczs4,+254737665566,6
363,"{'id': 5, 'name': 'A6', 'make': {'id': 1, 'name': 'Audi'}}",2023-04-01T20:04:14.415974Z,2023-05-12T09:32:13.722676Z,Audi A6,"Clean low mileage 2013 Audi A6 with only one previous owner. Heated seats,leather seats, multifunctional steering wheel,steering paddle shifts.",KES,2300000.00,USD,,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,96213,KM,Grey,KES,121500.00,2013,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/IMG-20230401-WA0328.jpg,"{'sunroof': False, 'cool_box': False, 'trimming': '', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 320, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 184, 'acceleration': 7.9, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 6, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': True, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 7.1, 'fuel_tank_capacity': 65, 'highway_consumption': 9.6}",available,Sold,,USD,,,True,audi-a6-xnukzso,+254737665566,6
353,"{'id': 26, 'name': 'A4', 'make': {'id': 1, 'name': 'Audi'}}",2023-03-31T08:58:07.843187Z,2023-09-07T13:13:51.314051Z,Audi A4,"Well maintained unit, beige interior,manual transmission,no major mechanical defects",KES,1400000.00,USD,,Hatchback,Kenyan Used,"Nairobi, Kenya",4WD,234313,KM,black,KES,63000.00,2013,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-31_at_10.31.44_1.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 211, 'acceleration': 6.2, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 7, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 11, 'fuel_tank_capacity': 64, 'highway_consumption': 14}",sell_on_behalf,Sold,Very Good,USD,,,True,audi-a4-jrx8ahx,+254737665566,6
339,"{'id': 12, 'name': 'Q5', 'make': {'id': 1, 'name': 'Audi'}}",2023-03-30T08:34:40.592455Z,2023-08-02T07:25:30.203618Z,Audi Q5 Quattro S-Line,"⚓️⚓️ ENROUTE MOMBASA⚓️⚓️

EXPECTED TIME OF ARRIVAL:APRIL",KES,4200000.00,USD,,SUV,Foreign Used,High seas,AWD,76550,KM,white,KES,189000.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-29_at_09.54.18.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bang & Olufsen', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': '', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 220, 'acceleration': 7, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 8, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': 70, 'highway_consumption': 12}",available,Sold,,USD,,45.0,True,audi-q5-quattro-s-line-7lx6rkk,+254737665566,7
305,"{'id': 1, 'name': 'SQ5', 'make': {'id': 1, 'name': 'Audi'}}",2023-03-27T13:47:55.268473Z,2023-07-13T06:55:15.984673Z,Audi SQ5,Currently at the port of Mombasa undergoing customs and clearance.,KES,4900000.00,USD,,SUV,Foreign Used,Mombasa,AWD,87888,KM,black,KES,238500.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-27_at_15.03.55_1.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Semi Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': True, 'auto_start_and_stop': True, 'infotainment_system': 'Audi MM1 infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 469, 'cylinders': 6, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 3000, 'horse_power': 350, 'acceleration': 4, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 6, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 9, 'fuel_tank_capacity': 75, 'highway_consumption': 12}",available,Sold,,USD,,,True,audi-sq5-g5rznrq,+254737665566,7
