id,model,created_at,updated_at,name,description,price_currency,price,body_type,source,current_location,drive,mileage,mileage_unit,color,annual_insurance_currency,annual_insurance,year_of_manufacture,thumbnail,interior_features,engine_specifications,safety_features,fuel_consumption,availability,purchase_status,condition,duty_and_clearance_fee_currency,duty_and_clearance_fee,estimated_arrival_days,is_published,slug,agent_whatsapp_contact,uploaded_by
198,"{'id': 206, 'name': 'LX 600', 'make': {'id': 9, 'name': 'Lexus'}}",2023-03-17T10:29:35.063803Z,2023-03-17T10:38:45.453984Z,LX 600,The Lexus LX 600 is a bold SUV with extra features both driving and the interior comfort,USD,188179.00,SUV,Foreign Used,Japan,AWD,10000,KM,silver,KES,1620000.00,2022,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-17_at_13.07.42.jpeg,"{'sunroof': True, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': True, 'heated_seats': True, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': True, 'auto_start_and_stop': False, 'infotainment_system': '', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 479, 'cylinders': 6, 'fuel_type': 'Petrol', 'aspiration': '', 'speed_unit': 'Km/hr', 'engine_size': 3500, 'horse_power': 409, 'acceleration': None, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': True, 'number_of_airbags': 8, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 8.5, 'fuel_tank_capacity': 80, 'highway_consumption': 11}",direct_import_stock,Available,,KES,9655000.00,45.0,True,lx-600-xzyibrv,+254737665566,6
147,"{'id': 193, 'name': 'Lexus LX450D', 'make': {'id': 9, 'name': 'Lexus'}}",2023-03-13T14:25:16.600106Z,2023-03-13T20:17:19.819314Z,Lexus 450D,The Lexus 450D fits a perfect driving experience in all aspects including utmost comfort,KES,21000000.00,SUV,Foreign Used,South Africa,AWD,60000,KM,Pearl White,KES,945000.00,2019,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-13_at_13.13.20.jpeg,"{'sunroof': True, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': True, 'heated_seats': True, 'sound_system': 'Premium Surround System', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': True, 'auto_start_and_stop': False, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 650, 'cylinders': 8, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 4500, 'horse_power': 268, 'acceleration': 12, 'self_driving': True, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': False, 'night_vision': True, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': True, 'number_of_airbags': 6, 'hill_descent_control': True, 'road_sign_recognition': False, 'roll_stability_control': True, 'standard_cruise_contol': True, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 9.5, 'fuel_tank_capacity': 93, 'highway_consumption': 9.5}",direct_import_stock,Available,,KES,6516000.00,45.0,True,lexus-450d-stjz2ap,+254737665566,6
145,"{'id': 193, 'name': 'Lexus LX450D', 'make': {'id': 9, 'name': 'Lexus'}}",2023-03-13T12:52:05.401166Z,2023-03-13T13:10:37.653125Z,Lexus 450D,The Lexus 450D is one of the most luxurious cars in the class of lexus. A diesel engine efficient for both urban drive and into the bad lands.,KES,19500000.00,SUV,Foreign Used,South Africa,AWD,81500,KM,silver,USD,877500.00,2019,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-13_at_13.12.17.jpeg,"{'sunroof': True, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Premium Surround System', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': True, 'auto_start_and_stop': False, 'infotainment_system': 'Touchscreen Infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 650, 'cylinders': 8, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 4500, 'horse_power': 268, 'acceleration': 12, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': False, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 6, 'hill_descent_control': True, 'road_sign_recognition': False, 'roll_stability_control': True, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 9.5, 'fuel_tank_capacity': 93, 'highway_consumption': 9.5}",direct_import_stock,Available,,KES,6516000.00,45.0,True,lexus-450d-whfbv0b,+254737665566,6
144,"{'id': 89, 'name': 'NX200T', 'make': {'id': 9, 'name': 'Lexus'}}",2023-03-13T10:40:59.542348Z,2023-03-13T15:14:30.566290Z,Lexus NX200T,2016 Lexus NX200T ready for import. Grade 4.5,KES,4850000.00,SUV,Foreign Used,Japan,2WD,69467,KM,white,KES,181687.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-13_at_12.52.26_1.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': True, 'auto_start_and_stop': False, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 345, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 235, 'acceleration': 7.1, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': False, 'night_vision': False, 'srs_air_bags': False, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': True, 'number_of_airbags': 6, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10.6, 'fuel_tank_capacity': 60, 'highway_consumption': 8.4}",direct_import_stock,Available,,KES,910000.00,45.0,True,lexus-nx200t-rosijo7,+254737665566,6
116,"{'id': 193, 'name': 'Lexus LX450D', 'make': {'id': 9, 'name': 'Lexus'}}",2023-03-09T08:25:19.129995Z,2023-03-09T08:34:00.265523Z,Lexus LX450D,"The Lexus LX450D is an excellent choice for anyone looking for a luxurious, comfortable, and reliable SUV. It offers a roomy interior with plenty of cargo space, a smooth ride with plenty of power, and an impressive suite of safety features. It also comes with a long list of advanced tech features, such as a 12.3-inch multi-information display, adaptive cruise control, and a Mark Levinson premium audio system. Plus, it has the Lexus reputation for quality, reliability, and customer service.",USD,125104.00,SUV,Foreign Used,Australia,AWD,71700,KM,Black,KES,1039455.00,2018,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-02-25_at_14.29.54_1.jpeg,"{'sunroof': True, 'cool_box': False, 'trimming': '', 'cooled_seats': True, 'heated_seats': True, 'sound_system': 'Mark levinson', 'massage_seats': True, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 7, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': True, 'phone_connectivity': True, 'rear_entertainment': True, 'auto_start_and_stop': True, 'infotainment_system': 'Touchscreen Infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 650, 'cylinders': 8, 'fuel_type': 'Diesel', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 4500, 'horse_power': 268, 'acceleration': 7, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': True, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': True, 'number_of_airbags': None, 'hill_descent_control': True, 'road_sign_recognition': True, 'roll_stability_control': True, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_break_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 8, 'fuel_tank_capacity': None, 'highway_consumption': 10.2}",direct_import_stock,Available,,KES,5784316.00,45.0,True,lexus-lx450d-uyin9sb,+254737665566,5
37,"{'id': 89, 'name': 'NX200T', 'make': {'id': 9, 'name': 'Lexus'}}",2023-02-22T18:55:23.480252Z,2023-06-23T08:56:35.002005Z,Lexus NX200t,Cranberry Red Seats,KES,5150000.00,SUV,Foreign Used,"Nairobi, Kenya",AWD,65950,KM,Grey,KES,309000.00,2015,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-02-20_at_14.24.19_1.jpeg,"{'sunroof': False, 'cool_box': False, 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Premium Surround System', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'soft_close_doors': True, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'infotainment_system': ''}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 235, 'acceleration': 7, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'abs': True, 'ebs': True, 'hdc': False, 'tracker': True, 'night_vision': True, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 12, 'road_sign_recognition': True, 'roll_stability_control': False, 'adaptive_cruise_control': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'electronic_stability_control': True}","{'fuel_unit': 'Liter', 'urban_consumption': 9.6, 'fuel_tank_capacity': None, 'highway_consumption': 12}",available,Available,,USD,,,True,lexus-nx200t-x9zoshp,+254737665566,5
21,"{'id': 87, 'name': 'Lx570', 'make': {'id': 9, 'name': 'Lexus'}}",2023-02-18T08:31:24.844868Z,2023-06-23T09:54:27.028522Z,Lexus LX570,"The LX 570 is a monument on wheels. It is Supremely comfortable on the highway, and the LX is surprisingly agile off-road. Powered by a 383-hp V8 coupled with a six-speed automatic and all-wheel drive, the LX is fond of black gold.",KES,19000000.00,SUV,Foreign Used,"Mombasa, Kenya",AWD,0,KM,White,KES,689000.00,2019,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2022-11-15_at_11.01.52.jpeg,"{'usb': True, 'sunroof': True, 'cd_player': True, 'seat_fabric': 'Leather', 'power_windows': True, 'tinted_windows': True, 'bluetooth_radio': True, 'number_of_seats': 8, 'number_of_tinted_windows': 'full tint'}","{'torque': 530, 'cylinders': 8, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 5698, 'horse_power': 362, 'acceleration': 8, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'abs': True, 'ebs': True, 'hdc': True, 'tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': True, 'number_of_airbags': 10, 'road_sign_recognition': False, 'roll_stability_control': True, 'adaptive_cruise_control': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'electronic_stability_control': True}","{'fuel_unit': 'Liters', 'urban_consumption': 6, 'fuel_tank_capacity': None, 'highway_consumption': 7}",available,Sold,,USD,,,True,lexus-lx570-b2e8rrv,+254737665566,7
19,"{'id': 111, 'name': 'Rx200T', 'make': {'id': 9, 'name': 'Lexus'}}",2023-02-17T21:47:28.071342Z,2023-02-27T17:01:07.503520Z,Lexus RX200T,"Aside from the stunning exterior & interior design, the RX 200T is also offered with a more fuel efficient but suprisingly powerful 2,000cc turbo powerplant that makes over 220 Horsepower.",KES,6500000.00,SUV,Foreign Used,Nairobi,AWD,40000,KM,Silver,KES,260000.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/A07A5A6E-6A45-4BE5-9783-747420501A0C.jpeg,"{'usb': True, 'sunroof': True, 'cd_player': True, 'seat_fabric': 'Half Leather', 'sound_system': 'Premium', 'power_windows': True, 'seat_material': 'Alcantara', 'tinted_windows': True, 'bluetooth_radio': True, 'number_of_seats': 5, 'number_of_tinted_windows': 'Back Only'}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 235, 'acceleration': 7, 'self_driving': True, 'self_parking': False, 'transmission': 'Automatic'}","{'abs': True, 'ebs': True, 'hdc': True, 'tracker': False, 'night_vision': False, 'srs_air_bags': False, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 7, 'road_sign_recognition': False, 'roll_stability_control': True, 'adaptive_cruise_control': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'electronic_stability_control': True}","{'fuel_unit': 'Liters', 'urban_consumption': 9, 'fuel_tank_capacity': None, 'highway_consumption': 13}",available,Available,,USD,,,True,lexus-rx200t-ohx8agc,+254737665566,4
1637,"{'id': 18, 'name': 'Cx5', 'make': {'id': 4, 'name': 'Mazda'}}",2023-09-03T05:54:39.343470Z,2023-09-03T05:56:44.362054Z,Mazda CX5,"Multifunctional steering wheel,leather seats,cruise control,mechanical handbrake system,front powered seats,electric side mirrors.",KES,1599999.00,SUV,Kenyan Used,"Nairobi, Kenya",2WD,149858,KM,White,KES,72000.00,2012,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/411540bc-3eac-42bb-816b-b20b199ad8ee.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 418, 'cylinders': 4, 'fuel_type': 'Diesel', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2200, 'horse_power': 173, 'acceleration': 8.3, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': False, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",sell_on_behalf,Available,Very Good,USD,,,True,mazda-cx5-j4antmu,+254737665566,6
1620,"{'id': 292, 'name': 'Carol', 'make': {'id': 4, 'name': 'Mazda'}}",2023-08-31T11:10:48.900274Z,2023-08-31T11:15:00.632419Z,Mazda Carol 5D GL,"🚨🚨AUCTION 1st September2023🚨🚨

Registration; 2020/October

The indicated CIF price for auction vehicles is an estimate based on previous auction data for similar models therefore this price might vary depending on the final winning bid at the auction, contact us for more information or clarification",JPY,500000.00,Hatchback,Foreign Used,Japan,2WD,53769,KM,Blue,KES,38818.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-08-31_at_12.22.07_PM.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': 'Touchscreen Infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 65, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 660, 'horse_power': 55, 'acceleration': 16, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': None, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': False, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 14, 'fuel_tank_capacity': None, 'highway_consumption': 18}",direct_import_stock,Available,Excellent,KES,362640.00,45.0,True,mazda-carol-5d-gl-bfzhva6,+254737665566,8
1616,"{'id': 18, 'name': 'Cx5', 'make': {'id': 4, 'name': 'Mazda'}}",2023-08-31T10:28:02.083707Z,2023-08-31T10:31:13.998624Z,Mazda CX5,"Multifunctional steering wheel,daytime running lights, lane assist,electric parking brake,parking sensors,fabric seats,cup holders",KES,3299999.00,SUV,Foreign Used,"Nairobi, Kenya",2WD,78177,KM,Red,KES,148500.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-08-31_at_09.30.47_1.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Bose', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Mazda Connect infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 418, 'cylinders': 4, 'fuel_type': 'Diesel', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2200, 'horse_power': 173, 'acceleration': 8.3, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",sell_on_behalf,Available,Excellent,USD,,,True,mazda-cx5-wcasggo,+254737665566,6
1603,"{'id': 21, 'name': 'Demio', 'make': {'id': 4, 'name': 'Mazda'}}",2023-08-30T14:48:10.846192Z,2023-08-30T14:54:43.022540Z,Mazda Demio,"Steering controls,aftermarket sound system,cup holders,mechanical handbrake system,fabric seats",KES,830000.00,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,29284,KM,Gray,KES,37350.00,2014,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/18c81649-97b2-42be-897d-5ab29c270d80.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 102, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 1300, 'horse_power': 97, 'acceleration': 6, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': False, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': False, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': False, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 12, 'fuel_tank_capacity': None, 'highway_consumption': 15}",sell_on_behalf,Available,Excellent,USD,,,True,mazda-demio-oi3ukwa,+254737665566,6
